Autor/a (atribución tradicional),Atribución actual,Obra en español,Obra,Compañía,País,Adaptador / Dramaturgismo / Traductor,Fecha de estreno,Festivales,Sinopsis,Web Oficial,Dirección,Escenografía,Reparto,Iluminación,Música y sonido,Video escena / Diseño gráfico / Fotografía,Vestuario / Maquillaje,Movimiento,Producción,Lugar de estreno
Tirso de Molina,,Marta la piadosa,Marta la piadosa,El Clavileño ,India,"Varoon P. Anand, Alka Jaspal",24/07/2019,"Festival Internacional de Teatro Clásico de Almagro, 24 de julio de 2019","¿Cuáles son los puntos de encuentro entre la cultura india y española? ¿Puede ser una mujer independiente, feroz, y superficial y manipuladora a la vez? ¿Se puede trasplantar una obra del siglo de oro español a las arenas de un imperio indio?
Marta la piadosa es una oportunidad de entender al teatro barroco a través del mismo periodo histórico en la India. El Siglo de Oro español coincide con un periodo durante el cual el gobierno británico todavía no reinaba sobra la India, y estaba marcada por la guerra entre los imperios de los Múgales y los Marathas. Aquí encontramos a nuestras protagonistas, dos niñas mimadas de un noble, durante un periodo de cambios grandes en la India. En Marta la piadosa, la decisión de Marta de convertirse en monja nos presenta oportunidades para comentar en aspectos de la sociedad Hindú, pero más que todo esto el estilo barroco nos da la libertad de presentar el lenguaje español a través del prisma de la cultura India.",,"Varoon P. Anand, Alka Jaspal","Amrit Goyal, Alka Jaspal, Nistha Arora","Vanshika Verma, Priya Vyas, Shuchi Nag, Tariq Ahmed, Abhinav Kaushal, Dravya Chawla, Aman Jain, Gurpreet Singh, Vidur Sehgal, Mayank Gupta",Varoon P. Anand,Rahul Sikdar,Gaurav Singh,"Nayla Khwaja, Ayushi Agarwal, Alka Jaspal",Anukriti Bhatnagar,"Varoon P. Anand, Alka Jaspal",Corral de Comedias de Almagro
Atribuido a Tirso de Molina,,El burlador de Sevilla,El burlador de Sevilla,Ksec Act,Japón,"Yoichi Tajiri, Kei Jinguji",05/07/2024,"Festival Internacional de Teatro Clásico de Almagro, 5-6 de julio de 2024","Es crucial reconocer que la figura de Don Juan no se limita a ser simplemente un ""mujeriego"". Su interacción con las mujeres va más allá de la simple conquista y posesión. No busca mantener a múltiples mujeres a la vez ni retener a aquellas que ha ""conquistado"". Más bien, su enfoque radica en la emoción del desafío, la búsqueda de vivir experiencias intensas en lugar de la mera satisfacción sexual. Sin embargo, es importante destacar que su comportamiento, aunque libre de ataduras convencionales, es claramente antisocial y moralmente ambiguo. A pesar de su conciencia sobre las consecuencias de sus acciones, Don Juan parece creer que la muerte está lejos y que el tiempo es inagotable, lo que sugiere una perspectiva juvenil y temeraria.
Ahora bien, es crucial examinar también el papel de las mujeres en esta historia. Más allá de reducirlas a mero objeto de deseo, podemos explorar sus motivaciones, deseos y desafíos dentro del contexto social y cultural en el que se desenvuelven. ¿Qué impulsa a una mujer a entregarse ante las palabras seductoras de un hombre atractivo? ¿Cuáles son las presiones y expectativas que enfrentan al tomar decisiones sobre su vida y su futuro? Exploremos cómo estas figuras, cómo hombres y mujeres enfrentan las circunstancias que les rodean y las decisiones que toman en consecuencia, matizando y comprendiendo sus actos sin juzgar quién es ""peor o mejor"".",https://www.ksec-act.com/spanish,Kei Jinguji,Kei Jinguji,"Yoshiteru Yamada, Kenji Yoshida, Tadayoshi Sakakibara, Kain Abe, Masaya Nagano, Tomoko Hirai, Chieko Imaeda, Eriko Shimizu, Yuiko Kato, Yayoi Saito, Oni Onishi





",Atsumi Hanaue,Mitsuhiro Nakagawa,,Yoshiko Masaki,,Ksec Act,Teatro Municipal de Almagro
Lope de Vega,,Fuenteovejuna,Fuente Ovejuna,Stratford Shakespeare Festival,Canadá,Laurence Boswell,27/06/2008,,,,Laurence Boswell,Peter Hartwell,"James Blendick, Jonathan Goad, Robert Persichini, Severn Thompson, Sara Topham, Scout Wntworth, Dan Chameory, Kevin Hanchard, David W. Flores, Stephen Kent, Lee MacDougall, Laird Mackintosh, Seana McKenna, Brad Rudy, Stephen Russell, Lindsay Thomas, Nigel Shawn Williams, Geraint Wyn Davies",Michael J. Whitfield,"Edward Henderson, Peter McBoyle",,,Nicola Pantin,Stratford Shakespeare Festival,Tom Patterson Theatre (Stratford)
Lope de Vega,,Fuenteovejuna,Fuente Ovejuna,National Asian American Theatre Company,Estados Unidos,Adrian Mitchell,11/05/2000,,,,Michael Sexton,Myung Hee Cho,"Cynthia Curtis, Mel Duane Gionson, Orville Mendoza, C. S. Lee, Michi Barall, Ralph B. Peña, Art Acuña, Ron Domingo, Liana Pai",Matthew Frey,Robert Murphy,,Linda Cho,,National Asian American Theatre Company,INTAR Theatre (Nueva York)
Lope de Vega,,La moza de cántaro,La moza de cántaro,KiMo Theatre de Albuquerque,Estados Unidos,,2003,,,,,,,,,,,,,
Lope de Vega,,Los melindres de Belisa,Los melindres de Belisa,Puerto Rican Traveling Theater,Estados Unidos,Alba Oms,2/04/2003,,,,Alba Oms,Regina Garcia,"Rosie Berrido, Juan Carlos Hernández, Eddie González, Virginia Rambal, Laura G. Velasco, Robinson frank Adu, Frank B. Jiménez, Erika L. Rivera",Robert Williams,David M. Lawson,,Estela St. Clair,,Puerto Rican Traveling Theater,Puerto Rican Traveling Theater (Nueva York)
Lope de Vega,,El perro del hortelano,El perro del hortelano,Compagnie La Traverse,Francia,"Frédéric Serralta, Hervé Petit",2001,"Festival Internacional de Teatro Clásico de Almagro, 15-16 de julio de 2002","Restituir teatralmente esta impresión ya formada con la primera lectura: la indeterminación de los lugares o su determinación diferida alrededor de una réplica. Esta desenvoltura de Lope crea hoy un efecto de extrañeza, de particular encanto. Un espacio no significado, no ilustrado (incluso si la acción tiene lugar esencialmente en el Palacio de la Condesa Diana), donde las escenas se deslizan una y otra en una pura convención teatral. Un lugar disponible de idas y venidas. Los personajes aparecen, desaparecen, reaparecen. Y todo el hermoso universo de la obra, aristocracia y mundo doméstico, parece siempre al corriente de todo lo que ocurre sobre el escenario. Las paredes son orejas (de hecho aquí los tapices) se nos dice en distintos momentos. Lo que hace el decorado, no es sobre todo el espacio, lugar cuadriculado de circulación, sino los personajes, sus vestidos, su aparición, desaparición, presencia. Las paredes que siempre escuchan son ellos, los personajes.
Y en cuanto a la decena de personajes, no restar importancia a ninguno. Por supuesto, ahondar y tener muy en cuenta la psicología de los tres protagonistas (el trío amoroso), su tensión creciente. Pero hacer vivir todo el pequeño mundo de lo doméstico y de los dos marqueses pretendientes. Y es que todos estos personajes secundarios dan aire, movimiento, variedad y sorpresa al desarrollo de la intriga que, por lo que se refiere a los sentimientos se va estrechando, llega a ser más grave y completamente desmaquillada... Si tomamos a Tristán, el gracioso, vemos que no es más que un servidor fiel, astuto y hablador: un pícaro. Es alguien que se divierte siempre, insufla gracia y ligereza a la obra, llega incluso a convertirse en el deux ex machina para que todo acabe bien (malicia libertaria del autor o proyección de su sueño de aristocracia). De alguna manera es el enredador cómico de la pieza. Es al Lope poeta lo que Teodoro, el secretario indeciso y enamorado, es al Lope hombre.",https://www.la-traverse.biz/,Hervé Petit,Caroline Mexme,"David Arribe, Natacha Diet, Giuseppe Furia, Olivier Hamel, Anne Lanco, Rubia Matignon, Hervé Petit, Antoine Roux, Maria Zachewska",Michel Bertrand,Christian Roux,Marie-Agnès Revert,Caroline Mexme,,Compagnie La Traverse,*
Lope de Vega,,Peribáñez y el comendador de Ocaña,Pedro et le commandeur,"Teatro Malandro, Comédie Française",Francia,"Florence Delay, Marco Sabbatini",2/12/2006,,,,Omar Porras,Fredy Porras,"Laurent Natrella, Elsa Lepoivre, Laurent Stocker, Catherine Salviat, Christian Blanc, Coraly Zahonero, Christian Gonon, Nicolas Lormeau, Shahrokh Moshkin Ghalam, Prune Beuchat, Veronica Endo, Oriane Varak",Mathias Roche,"Christian Boissel, Omar Porras, Ludovic Guglielmazzi",,Maria Galvez,Fabiana Medina,Comédie Française,Salle Richelieu (París)
Lope de Vega,,El perro del hortelano,The Dog in the Manger,Royal Shakespeare Company,Gran Bretaña,David Johnston,1/04/2004,,,,Laurence Boswell,Es Devlin,"Rebecca Johnson, Joseph Millson, Simon Trinder, Claire Cox, John Ramm, Julius D'Silva, Oscar Pearce, Katherine Kelly, Emma Pallant",Ben Ormerod,"Ilona Sekacz, Tim Oliver",,Es Devlin,Heather Habens,Royal Shakespeare Company,Swan Theatre (Stratford-upon-Avon)
Lope de Vega,,El caballero de Olmedo,The Gentleman from Olmedo,Watermill Theatre,Gran Bretaña,David Johnston,19/04/2004,,,,Jonathan Murby,Mike Britton,"Nick Barber, Marianne Oldham, Michael Matus, Daniel Coonan, Maggie Shevlin, Catherine Cusack, Patricia Gannon, Stephen Ley, Calum A Smithe, Jonathan Oliver, Drew Mulligan",Oliver Fenwick,Dominic Haslam,,Mike Britton,Katherine Taylor,Watermill Theatre,Watermill Theatre (Newbury)
Lope de Vega,,El perro del hortelano,El perro del hortelano,Complejo Teatral de Buenos Aires,Hispanoamérica (Argentina),Daniel Suárez Marzal,1/04/2006,,,,Daniel Suárez Marzal,Horacio Pigozzi,"Sandra Guida, Roberto Mosca, Javier Lorenzo, Paulo Brunetti, Dolores Ocampo, Pablo Messiez, Ignacio Rodríguez De Anca, Sebastián Holz, Gabriel Nicolás Conlazo, Pedro Ferraro, Yamila Ulanovsky, Patricia Durán, Sebastián Suñé, Nelson Rueda",Nicolás Trovato,Miguel de Olaso,,Mini Zuccheri,Andrea Chinetti,Complejo Teatral de Buenos Aires,Teatro de la Ribera (Buenos Aires)
Lope de Vega,,El castigo sin venganza,El castigo sin venganza,La Sudestada,Hispanoamérica (Argentina),Francisco Civit,8/07/2011,"Festival Internacional de Teatro Clásico de Almagro, 8-10 de julio de 2011","El castigo sin venganza de Lope de Vega es una obra que no necesita presentación. Su compleja trama
y estructura literaria la convierten en una de las piezas teatrales más significativas de la dramaturgia
de habla hispana. Cuando iniciamos el camino del análisis y los ensayos, nuestra mirada sobre este
material comenzó a expandirse. Nos maravillamos con el drama amoroso que allí se planteaba y con los
problemas políticos que se discutían. Lope construye a cada uno de los personajes “lleno de humanidad”,
con las virtudes y defectos que esta cualidad acarrea. La búsqueda por el beneficio propio los lleva a
transgredir todas las reglas impuestas. El estado toma un papel central, al decidir el desenlace de esta
trama. El gobierno, encarnado por el Duque de Ferrara, es quien cometerá una gran atrocidad pero
ésta será justificada. En este punto vemos una extrema contemporaneidad del asunto, los medios son
justificados por la finalidad de la acción. No es necesaria la moral, sino un realismo práctico, no lo que
debe ser, lo que es en realidad. Esta pieza deja en claro que política y moral son dos ámbitos distintos
e incluso contradictorios.",,Francisco Civit,Marina Apollonio,"Fernando Aluna, Florencia Calvo, Sebastián Pajoni, Julián Pucheta, Daniel Ridolfi, Carolina Martíín Ferro, Rodolfo Roca, Carla Solari",Facundo Estol,,Facundo Estol,"Marina Apollonio, Maríía Belén Palotta",Graciela Schuster,La Sudestada,Corral de Comedias de Almagro
Lope de Vega,,La discreta enamorada,La discreta enamorada,La discreta enamorada,Hispanoamérica (Argentina),Santiago Doria,27/07/2018,"Festival Internacional de Teatro Clásico de Almagro, 27-29 de julio de 2018","Cuando se habla de montar un clásico siempre surgen distintos tipos de “dificultades” como la cantidad de personajes, los costos de vestuario, escenografía, etc. En este caso, la obra de Lope ha sido respetuosamente adaptada, de tal manera que puede llevarse a cabo con los siete personajes principales obviando algunas intervenciones de personajes menores sin que esto entorpezca la trama. La discreta enamorada es una de las comedias de enredos más divertidas y eficaces escritas por este “monstruo” de la lengua española, como lo llamaron sus coetáneos en 1608, y más tarde en 1829 fue utilizada como argumento de la famosa zarzuela Doña Francisquita. La intención es obtener un espectáculo ameno, divertido, en dónde el acento esté puesto en la valorización de la palabra ya que el texto de Lope, por ingenioso en la trama y poético en el estilo, suena a música en el espacio.",,Santiago Doria,Santiago Doria,"Irene Almus, Ana Yovino, Mariano Mazzei, Pablo Di Felice, Mónica D'Agostino, Francisco Pesqueira, Gabriel Virtuoso",Leandra Rodríguez,Gaby Goldman,,Susana Zilbervarg,Santiago Doria,Rosalía Celentano,Corral de Comedias de Almagro
Lope de Vega,,La discreta enamorada,La discreta enamorada,Compañía Argentina de Teatro Clásico,Hispanoamérica (Argentina),Santiago Doria,2018,"Festival de Teatro Clásico de Olmedo, 15 de julio de 2019","La discreta enamorada fue escrita y estrenada por Lope de Vega en 1608. Tres siglos después en 1923 su texto fue utilizado como argumento para la zarzuela Doña Francisquita. Es una comedia de enredos donde Lope de Vega aborda con inteligencia y simpatía el tema de la psicología femenina y la hipocresía social. Lope de Vega es uno de los autores más prolíficos del Siglo de Oro español, que alcanza una de las metas más deseadas de los artistas de todas las épocas: la edificación de un teatro auténticamente nacional y popular. Un teatro que supo ser testigo de su tiempo y hacerse eco del sentir y el pensar, el saber y el querer del público, que era el pueblo.
La historia transcurre a finales del siglo XVI en la calle de Los Jardines donde vive Fenisa con su madre, Belisa, y justo enfrente Lucindo con su padre, el capitán Bernardo, un militar retirado. Fenisa está interesada en Lucindo, y Belisa se ha sentido observada por Bernardo. Parece un doble emparejamiento amoroso, pero en una comedia de enredos las relaciones no pueden ser tan sencillas. Cuando Fenisa recibe la noticia de que tendrá que casarse con el capitán Bernardo, si bien ama a Lucindo, acepta al Capitán por esposo pero, con estrategia y habilidad, consigue la atención de Lucindo y engañar a todos.",,Santiago Doria,,"Irene Almus, Ana Yovino, Mónica D'Agostino, Andrés D'Adamo, Pablo Di Felice, Francisco Pesqueira, Gabriel Virtuoso",Leandra Rodríguez,Gaby Goldman,Fernando Lendoiro,Susana Zilbervarg,,"Rosalía Celentano, Compañía Argentina de Teatro Clásico",Centro Cultural de la Cooperación (Buenos Aires)
Lope de Vega,,Gatomaquia,Gatomaquia,La Cuarta,Hispanoamérica (Uruguay),Héctor Manuel Vidal,9/07/2009,"Festival Internacional de Teatro Clásico de Almagro, 9-11 de julio de 2009","En siete silvas de verso simple, Lope nos devela las andanzas de dos gatos Marramaquiz y Micifuf y de lo que los enfrenta: el amor de la bella Zapaquilda. Así, parodiando la forma clásica, sus personajes y argumentos, el amor, los celos, la brujería, la guerra y la muerte, parodia su propia obra. Y entregándose al espejo del humor nos pinta con cierto cinismo y picardía lo mejor y lo peor de la condición humana.
Paradójicamente – o quizá no – este último texto no teatral de Lope, se transforma hoy, algunos siglos después, en pretexto para el teatro. Héctor Manuel Vidal acompañado por un equipo de jóvenes intérpretes formados en la Escuela de Arte Dramático de Montevideo y con importante presencia en la escena uruguaya, adapta la novela en verso transformándola en un juego teatral: Gatomaquia. Pero la adaptación es sutil y sobre todo escénica. El verso se mantiene y se mantiene también el relato. El desafío de la puesta es mantener el estilo narrativo, revisitando algunas maneras de contar esta historia imaginada por Lope. Cada una de las siete partes en torno a las que el autor estructura la parodia novelada, serán trabajadas en un estilo diferente. El hilo conductor seguirá siendo, como en el original, el verso, la parodia y evidentemente la propia historia.
Sobre lo atractivo y seductor de trabajar sobre esta novela de Lope, el director Héctor Manuel Vidal comenta: « Como en una obra de Orwel, pero del siglo diecisiete, los gatos de Lope dejan de ser personajes de fábula infantil y cumplen con el distanciamiento y la seducción que pedía Brecht. Se ha repetido que, desde el punto de vista expresivo, el niño juega, el adolescente actúa y el adulto habla.
Ya en el final de su vida, Lope usa su oficio en el manejo de la palabra, para comunicarse con su hijo adolescente que está en plena acción, en el frente de batalla y lo hace jugando. El resultado es esta lección sobre las pasiones, sus manejos y efectos. Pero lo que sorprende, y todo creador debe sorprender, es el conocimiento, la afición y el amor por los gatos, amigos a los que ya había apelado en muchas de sus obras y que aquí son protagonistas. La aflicción de ser hombre, y su inclinación por la mujer están presentes aquí como en el resto de su obra. La mirada es la misma pero no igual. Casi como de Lear, podría decirse de Lope que no habrá muchos que « vivirán tanto y verán tantas cosas.» Con verso sencillo y fluido que resiste con frescura el paso de los siglos, ironiza sobre la pacatería, el culteranismo, la habladuría, las controversias literarias y otras gatomaquias que el público de hoy sabrá relacionar. También aparece aquí la guerra, y más allá de todo planteo antibélico, nos recordará que hubo épocas en que las guerras las hacían los guerreros e incluso los mandos corrían algún riesgo. »",,Héctor Manuel Vidal,"Dante Alfonso, Javier Díaz","Fernando Dianesi, Santiago Sanguinetti, Natalia Bolani, Cecilia Sánchez",,Fernando Ulivi,,Rubens Reyes,"Carolina Silveira, Javier Perazza","Gustavo Zidán, La Cuarta",Patio de Fúcares de Almagro
Lope de Vega,,El perro del hortelano,El perro del hortelano,Stayin' alive,Hispanoamérica (Uruguay),"Hugo Giachino, Elsa Mastrángelo, Juan Antonio Saraví",,"Festival Internacional de Teatro Clásico de Almagro, 15-16 de julio de 2022","Un director, su productora, un utilero y dos jóvenes actrices llegan al teatro donde estrenarán en un Festival una obra de Lope de Vega. Mientras esperan al resto del elenco, que supuestamente está de camino, inesperadamente reciben por mensaje de texto la noticia de que no han podido viajar por ser positivos en Covid-19.
El director resuelve hacer la obra de todos modos, sustituyendo a los que no llegaron consigo mismo, la productora, el utilero y las actrices secundarias.
El vestuario tampoco llegó… por lo que tendrán que improvisar. Con mínimos elementos escenográficos, más el diseño de mapping que tienen en un pen drive y música en vivo, los cinco se embarcan a representar la obra, doblando papeles en un ritmo endiablado.
En esta propuesta, con el estilo del teatro dentro del teatro, el espíritu del texto de Lope permanece intacto como sus versos.",,Hugo Giachino,,"Hugo Giachino, Josefina Trías, Elsa Mastrángelo, Pablo Mussetti, Cecilia Yáñez",Nicolás Amorín,,Esteban Rodríguez,Tesa Cruzado,,Myriam Caprile,
Lope de Vega,,El perro del hortelano,El perro del hortelano,Institucional Teatral El Galpón,Hispanoamérica (Uruguay),Chepe Irisity,2025,"Festival Internacional de Teatro Clásico de Almagro, 18-19 de julio de 2025","La condesa Diana se consume de celos al ver a su secretario, Teodoro, amar a otra. Atrapados como marionetas por los hilos invisibles del honor y el deseo, los amantes se enredan en un peligroso juego donde las reglas sociales amenazan con romperlos.
Un payaso triste, viejo conocedor de estos hilos rotos y de los mecanismos del corazón, nos guía con ironía y melancolía a través de este brillante clásico de Lope de Vega.
¿Podrá el amor cortar las cuerdas que los atan, o solo conseguirá enredarlas más hasta el quiebre?",,Chepe Irisity,"Beléén Perini, Sofía Ponce de León","Camila Cayota, Soledad Frugone, Rodrigo Tomé, Marcos Zarzaj, Claudio Lachowicz, Juan Kuehr, Martín Sorriba","Belén Perini, Sofía Ponce de León",Martín Sorriba,,Vladimir Bondiuk Petruk,,"Lila García, Institucional Teatral El Galpón",Sala Atahualpa (Montevideo)
Lope de Vega,,Fuenteovejuna,Fuenteovejuna,"Producción de Arte Promociones Artísticas y Co-producción del Ministerio de Cultura, Mefisto Teatro, Consejo Nacional de las Artes Escéénicas de Cuba",Hispanoamérica (Cuba),Liuba Cid,24/07/2009,"Festival Internacional de Teatro Cláásico de Almagro, 24-25 de julio de 2009; Festival de Teatro Clásico de Olmedo, 25 de julio de 2010 ","Quince actores y músicos participan en este montaje que nos acerca a una visión particular y diferente de la obra de Lope desde la perspectiva del Teatro Cubano contemporáneo. Sincretismo religioso, simbolismo, fuerza y color se entremezclan con la intensidad de la música interpretada en vivo, ejecutada con los instrumentos más autóctonos como el tambor religioso ³batá², típico en los ritos de santería.
Son muchos los elementos dramáticos,  plásticos y escénicos de esta versión que aportan una visión ³diferente² del gran clásico de Lope. Una FUENTEOVEJUNA que trasciende las fronteras del texto clásico y  explora todas sus formas posibles de interpretación en el entorno de una cultura con carácter e identidad propia.
En la puesta en escena de FUENTEOVEJUNA, el sonido incidental, rítmico y melódico describe la trascendencia cultural, ideológica y religiosa de un pueblo emergente que lucha contra sus propios demonios. El ritmo de la percusión cubana en sus diferentes formas: percusión mayor (batás, tumbadoras, bongóes, tambor, cajón) percusión menor (con güiros, claves, campana, ³quijada de caballo²) y otros instrumentos, identifica a los personajes de la obra y dinamiza la acción expresando diferentes lenguajes por medio del sonido. Una auténtica fábrica de imágenes nos sitúa en el entorno de un bosque o ³manglar de Isla² salvaje, ritual, sensual, en el que van a eclosionar los sentimientos de sus habitantes frente al poder del Comendador.",,Liuba Cid,"Susana Moreno, Talleres del Consejo Nacional de las Artes Escénicas de Cuba","Vladimir Cruz, Yailene Sierra, Saskia Guanche, Léster Martínez, Roberto Govíín, René Otamendi, Yolanda Ruiz, Ramón Ramos, Chaple Rodríguez, Claudia López, Modesto Acea, Mauricio Rentería, Fidel Betancourt, Luís Mario Alonso",Tony Díaz,"Reinaldo Echemendía, Antonio Urdaneta",,"Tony Díaz, Susana Moreno",Elsa Avilés,"Leonardo Buenaventura, Mercedes País, Arte Promociones Artísticas",Antigua Universidad Renacentista de Almagro
Lope de Vega,,La noche de San Juan,La noche de San Juan,"Instituto Nacional de Bellas Artes y Literatura, Universidad Nacional Autónoma de México",Hispanoamérica (México),Ricardo Zárraga,,"Festival Internacional de Teatro Clásico de Almagro, 18 de julio de 2012","Somos una generación de jóvenes artistas interesados en el teatro del Siglo de Oro Español por ser un referente universal, por respeto a nuestra lengua y cultura, por la vigencia de sus temas y porque estamos seguros de que el público del siglo XXI podrá perfectamente disfrutarlo, apreciarlo e identificarse con una sociedad de la que procedemos mexicanos y españoles.
Nos interesa un teatro vivo, si bien partimos de un profundo estudio del teatro y cultura de la época, estamos seguros de que nuestra experiencia en improvisación, comedia física, clown, teatro de calle, música y demás disciplinas en las que hemos incursionado sabrán verse reflejadas en la puesta, unas más directamente que otras, para hacer de La Noche de San Juan una combinación de teatro clásico y moderno, y así darle un toque único.
La obra se ha adaptado a ocho actores pero se ha respetado prácticamente todo el texto en estructura, anécdota y versificación. Al ser una obra que involucra personajes peninsulares e indianos, y que describe las riquezas mineras de ciertas ciudades de la Nueva España, hemos acercado el texto a México y en específico a Guanajuato donde además, las fiestas de San Juan están muy presentes por su población.
La compañía interpreta su música en vivo cada función, hemos tomado temas antiguos y modernos, así como música original compuesta para este montaje. Además de piezas a cuatro voces, utilizamos percusiones, guitarras, flauta, clarinete y trompeta.",,Ricardo Zárraga,,"Isabel Bazán, Angélica Rogel, Juan Carlos Medellín, Adrián Ladrón, Salvador Jiménez, Roam León, Nohemí Espinosa, Ricardo Zárraga, Fernando G. Jiménez",Teresa Alvarado,Fernando G. Jiménez,"Fabiola Baires, Pia Siliceo",Teresa Alvarado,Roam León,Enrique Campo,
Lope de Vega,,El castigo sin venganza,El castigo sin venganza,Seres Comunes,Hispanoamérica (México),Antonio Rojas,20/07/2007,"Festival Internacional de Teatro Clásico de Almagro, 20 de julio de 2007","El corral de comedias es un espacio que históricamente se configuró por sí mismo. Es decir que el espacio está de algún modo “improvisado”. De aquí que la tradición ha establecido el corral, no como un espacio construido arquitectónicamente para la representación de obras teatrales, sino como un espacio que, en nuestro lenguaje, fue “intervenido”.
A partir de la reflexión sobre los modelos teatrales clásicos y la configuración espacial de ellos, Seres Comunes realiza un laboratorio de creación en formato crudo, cuyo génesis está basado en el teatro clásico de los siglos XVI y XVII.
Nuestra intención es aludir siempre a la imaginación del espectador sin mostrarle casi nada. Sugerir atmósferas, situaciones, elementos de utilería, pero nunca mostrárselos. El reto consiste en intervenir el espacio en las condiciones en que éste se encuentre. De algún modo se trata de un no-espacio que nos recuerda más a un ensayo teatral que a una puesta en escena terminada.
Dejar al actor frente a la palabra cruda, frente al espacio arquitectónico natural y, por supuesto, frente al público, y que aún así todo se recree en la mente del espectador.
Donde está la mente del espectador está el teatro. Ahí nuestra apuesta.",,Antonio Rojas,Mario Eduardo D'León,"Marco Zetina, Erwin Veytia, Esmirna Barrios, Miguel Pérez Enciso, Gabriel Casanova, Cecilia Ramírez Romo, Alicia Martínez, Rodolfo Nevarez",,Gabriel Casanova,,Estela Fagoaga,Alfonso Cárcamo,Seres Comunes,Corral de Comedias de Almagro
Lope de Vega,,La vengadora de las mujeres,La vengadora de las mujeres,De la nada... Teatro,Hispanoamérica (México),Carla Soto,,"Festival Internacional de Teatro Clásico de Almagro, 22 de julio de 2013","De la nada…Teatro es una compañía joven, cuyo primer proyecto es La vengadora de las mujeres estrenada en uno de los foros más importantes de la Ciudad de México, “La Gruta” del Centro Cultural
Helénico.
La historia se desarrolla alrededor de la princesa Laura, instruida en las letras, el arte y la ciencia, que es obligada a buscar matrimonio por requerimiento de su hermano Arnaldo, quien insiste en que es momento de casarse. Para evitarlo, encontrará la forma de hacer sufrir a todo pretendiente con su desprecio.
Pero ante un amor engendrado no hay escapatoria y esta vengadora descubrirá, a pesar de la resistencia, la implacable fuerza de Amor. ¿Podrá Laura Diamante resistir las flechas de Cupido? La Vengadora… es una puesta en escena que explora, con el recurso del espacio vacío, la creación histriónica del actor para lograr la relación con el espectador, que permita no sólo su entretenimiento sino también la reflexión a un mundo diferente y sublime como lo es el Siglo de Oro español.
Los años 60 en México es el punto de partida en la búsqueda estética de esta puesta en escena y no sólo eso, también nos ha permitido reflexionar sobre una generación que ha trascendido en el tiempo y nos dió, en sus sacrificios y cuestionamientos, una nueva mirada al mundo.
Gracias a la asesoría musical de Sabina Cobos y Joel Herrera se crearon temas que nos recuerdan a los ritmos musicales de los años 60, clásicos que en México se vieron reflejados con agrupaciones como The Hooligans, Teen Tops, Los Rippers, entre otros, aunado al bagaje musical de los 60 con la profunda influencia de Elvis Presley, The Beatles, The Doors y Janis Joplin.
En el vestuario tuvimos la fortuna de contar con piezas originales de la época, que nos permitieron adentrarnos en la melancolía por una forma de vestir única: minifaldas, colores, pantalones acampanados; una revolución en la forma de estar en el mundo; formas y colores enmarcan el vestuario",,Carla Soto,Tenzing Ortega,"Verónica Bravo, José Luis Hernández, Luis Arturo García, Alfredo Mosiváis, José Juan Sánchez, Yosahandi Vega, Irakere Lima, Emiliano Yáñez",Tenzing Ortega,"Joel Herrera Chávez, Sabina Cobos",Raúl Mendoza,"Vianey Soto, Aureliano Cantú Domínguez, ODAKI, Zirahuen Yáñez","Irma Montero, Axel García","De la Nada, Teatro",
Lope de Vega,,El caballero de Olmedo,El caballero de Olmedo,Shake & Falstaff,Hispanoamérica (México),Abril Mayett,,"Festival Internacional de Teatro Clásico de Almagro, 24 de julio de 2013","El montaje se ubica en el México rural de 1930, donde la Guerra Cristera cobra víctimas humanas y económicas, cuya sociedad está polarizada y los representantes religiosos y políticos son dos mafias que negocian para mantener sus respectivos privilegios.
Este contexto delimita la plástica escénica y la musicalización; sin robar mucho foco en el terreno dramático, ya que la prioridad es el carácter de los personajes y sus conflictos. La adaptación del texto permite que 4 actores interpreten todos los personajes, cada actor representa 2, 3 o 4 de ellos.
Esto pretende hacer énfasis en las capacidades creativas del actor, cuidando que las intervenciones de cada personaje respeten la lógica de la historia, de tal forma que la dirección de actores y puesta en escena se concentran en desarrollar las relaciones entre los personajes sin perder la belleza ni la anécdota del texto original.
Esta decisión conceptual permite agilidad en la representación, una plástica reconocible y cercana al espectador. El vestuario está diseñado para que los actores transiten rápidamente entre sus personajes, confeccionado en tonos y colores crudos, con reminiscencias del barroco y texturas mexicanas. La musicalización es el hilo conductor de la acción y tiene como base ritmos rurales mexicanos con influencias de la época colonial americana. La iluminación evoca un espacio rural, anacrónico y concentra la atención en los actores. Todo esto pretende proyectar el torbellino de ideas y pasiones que caracterizan a un clásico: un caos que evoca la condición humana, inmerso en un aparato de reglas inexpugnables.",,Abril Mayett,,"Mario Eduardo D'León, Fernando Villa de Proal, Sonia Franco, Abril Mayett, Evelina Hernández, Ana Paula Corpus, Isaac Pérez Calzada",Pedro Pazarán,,Mario Marín del Río,"Rodrigo Sosa, Ernesto Marín",,"Shake & Falstaff, FOECAP, Consejo Estatal para la Cultura y las Artes, Abril Mayett, Fundación Novangardo",
